,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_euclidean_distance,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,specimen_id,superseded,tags,total_length,total_surface,total_volume,dendrite_type
19,72.9290991188998,,0.9110642490551899,0.357642138341309,94.3125,0.9486731192850121,,718251763,11.0,850.9679612400689,944.4002599697801,full,72,151,13797,7,79,115.6736,1027.1916259113302,589.310787473435,0.1144,0.1144,0.28,195.270776585517,537313600,False,3D Neuron Reconstruction morphology,16051.870779140902,18026.2184246322,1721.22879827949,spiny
20,68.0652508613341,,0.866649528205467,0.3724871950682171,40.5178571428571,0.99799434738087,,661930435,8.0,289.317005495028,334.808254113855,full,56,119,4601,7,63,136.34799999999998,278.746352030208,494.820720845633,0.1144,0.1144,0.28,325.694591071971,571306690,False,3D Neuron Reconstruction morphology,5472.33312250927,6414.67371621418,604.937111504282,spiny
21,80.1217649527668,,0.897571909999641,0.227275251084026,43.4666666666667,0.8451152007248441,,491770902,14.0,544.191187814485,651.82743011299,dendrite-only,38,80,3295,4,42,127.0847,676.628705921057,314.164666591411,0.1144,0.1144,0.28,378.02990474236503,478497530,False,3D Neuron Reconstruction morphology,3957.7184550393895,2826.11981868985,167.34405734002,spiny
22,72.12020452266151,,0.8797182633771709,0.32116257854521396,41.45,0.9102529527866701,,491119419,5.0,265.22226197974,298.720088842983,full,20,43,1787,3,23,98.8344,417.89061995154196,193.590562530523,0.1144,0.1144,0.28,252.4236723228,327962063,False,3D Neuron Reconstruction morphology,2066.36972922975,2085.7898613083803,180.44641369007599,aspiny
23,74.5247686473928,,0.8703855807084592,0.509852605754761,45.512820512820504,0.965993490186577,,596793095,9.0,340.277006374938,355.98164795403704,full,39,81,3649,3,42,66.7777,646.026564422483,345.806076777175,0.1144,0.1144,0.28,371.794574239793,561934585,False,3D Neuron Reconstruction morphology,4270.34283775899,6839.254326093579,913.1301616044591,aspiny
24,63.860463512911394,,0.890067933263153,0.28159919871612704,62.6315789473684,0.9062521737915251,,501276725,3.0,219.227015294375,229.725501591733,full,19,45,2460,7,26,73.0374,380.96149128090696,285.045233659624,0.1144,0.1144,0.28,349.93722212455594,469992918,False,3D Neuron Reconstruction morphology,2884.5071422360497,2546.68141198138,198.85642774992198,aspiny
25,82.1409248239655,,0.919327857846593,0.279352693868822,41.273972602739704,0.861676895754546,,491771435,11.0,553.11001406213,599.0938665487099,dendrite-only,37,85,3438,11,48,109.17200000000001,659.1035816821769,289.640508745304,0.1144,0.1144,0.28,434.308087515996,478888052,False,3D Neuron Reconstruction morphology,4095.39864990073,3591.49569887271,267.298722803595,spiny
26,59.3572283452208,,0.786504577191125,0.633198299442816,127.065573770492,0.9779589001098391,,682298143,8.0,770.6093520427651,857.557946759417,full,31,66,7772,4,35,142.6205,1110.37865624163,609.193311204124,0.1144,0.1144,0.28,914.1286837478641,529898751,False,3D Neuron Reconstruction morphology,9051.53745705743,18495.2310744128,3450.2937967235,spiny
27,74.5818076881925,,0.8821480932594709,0.48332163595867894,39.1304347826087,0.998413492711128,,585893455,4.0,134.029164263193,161.68274152596902,full,23,55,2044,9,32,47.3396,235.761977965427,220.870543236082,0.1144,0.1144,0.28,419.085208701771,566647353,False,3D Neuron Reconstruction morphology,2335.78092224107,3542.2231758172707,427.92801735979,aspiny
28,77.8984080573057,,0.888712584348353,0.45943423284274804,47.77777777777779,0.8660748886458219,,519262087,15.0,769.010769210958,802.5958127392211,dendrite-only,27,61,2980,7,34,78.645,898.115066125616,233.61620595326,0.1144,0.1144,0.28,152.498702082442,503286448,False,3D Neuron Reconstruction morphology,3451.57371324049,4974.700865645421,658.737901964494,spiny
29,76.6735335705352,,0.82871704467511,0.5198240284871729,54.76470588235289,1.0,,601947916,6.0,209.695564998452,336.276666098664,full,17,37,1898,3,20,69.764,323.831256911594,363.92563509181,0.1144,0.1144,0.28,260.715666467987,547262585,False,3D Neuron Reconstruction morphology,2197.0236638072697,3594.1116545252794,501.44795387704005,aspiny
